Recibido REQUEST de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:25:33 COT 2014
Se envió DHCP_ACK a: [AC-FD-EC-C1-C8-6F] con la IP: [192.168.0.11] || FECHA: Tue Nov 18 01:25:33 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Tue Nov 18 01:25:50 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Tue Nov 18 01:25:53 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 13:48:40 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 13:58:43 COT 2014
Recibido REQUEST de: [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:00:31 COT 2014
Recibido REQUEST de: [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:00:36 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:00:40 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:01:58 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:12:00 COT 2014
Recibido REQUEST de: [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:25:46 COT 2014
Recibido DISCOVERY de: [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:25:46 COT 2014
Recibido REQUEST de: [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:25:46 COT 2014
Recibido REQUEST de: [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:25:51 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:25:55 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:27:24 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:37:26 COT 2014
Recibido REQUEST de: [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:43:46 COT 2014
Recibido REQUEST de: [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:44:26 COT 2014
Recibido DISCOVERY de: [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:44:26 COT 2014
Recibido REQUEST de: [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:44:26 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:44:31 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:45:51 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 14:55:53 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:02:30 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:02:33 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:02:34 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 15:02:34 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:02:41 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:02:42 COT 2014
